;;;;;;;
200;1.01.02.2.02.17;Rehabilitasi Sedang/Berat Perpustakaan Sekolah;1;1;2;10;T
201;1.01.02.2.02.18;Rehabilitasi Sedang/Berat Laboratorium;1;1;2;10;T
202;1.01.02.2.02.24;Rehabilitasi Sedang/Berat Sarana, Prasarana dan Utilitas Sekolah;1;1;2;10;T
203;1.01.02.2.02.25;Pengadaan Mebel Sekolah;1;1;2;10;T
204;1.01.02.2.02.27;Pengadaan Perlengkapan Sekolah;1;1;2;10;T
205;1.01.02.2.02.32;Penyediaan Biaya Personil Peserta Didik Sekolah Menengah Pertama;1;1;2;10;T
206;1.01.02.2.02.37;Penyiapan dan Tindak Lanjut Evaluasi Satuan Pendidikan Sekolah Menengah Pertama;1;1;2;10;T
207;1.01.02.2.02.38;Pembinaan Minat, Bakat dan Kreativitas Siswa;1;1;2;10;T
208;1.01.02.2.02.40;Pengembangan Karir Pendidik dan Tenaga Kependidikan pada Satuan Pendidikan Sekolah Menengah Pertama;1;1;2;10;T
209;1.01.02.2.02.41;Pembinaan Kelembagaan dan Manajemen Sekolah;1;1;2;10;T
210;1.01.02.2.02.42;Pengelolaan Dana BOS Sekolah Menengah Pertama;1;1;2;10;T
211;1.01.02.2.02.43;Peningkatan Kapasitas Pengelolaan Dana BOS Sekolah Menengah Pertama;1;1;2;10;T
212;1.01.02.2.02.50;Pelatihan Penggunaan Aplikasi Bidang Pendidikan;1;1;2;10;T
213;1.01.02.2.02.51;Koordinasi, Perencanaan, Supervisi dan Evaluasi Layanan di Bidang Pendidikan;1;1;2;10;T
214;1.01.02.2.02.53;Bimbingan Teknis Peningkatan Kapasitas Bidang Pendidikan;1;1;2;10;T
215;1.01.02.2.03.0002;Pembangunan Sarana, Prasarana dan Utilitas PAUD;1;1;2;11;T
216;1.01.02.2.03.0008;Pengadaan Alat Rumah Tangga PAUD;1;1;2;11;T
217;1.01.02.2.03.0009;Pengadaan Perlengkapan PAUD;1;1;2;11;T
218;1.01.02.2.03.0011;Penyediaan Biaya Personil Peserta Didik PAUD;1;1;2;11;T
219;1.01.02.2.03.0015;Penyediaan Pendidik dan Tenaga Kependidikan bagi Satuan PAUD;1;1;2;11;T
220;1.01.02.2.03.0016;Pengembangan Karir Pendidik dan Tenaga Kependidikan pada Satuan Pendidikan PAUD;1;1;2;11;T
221;1.01.02.2.03.0017;Pembinaan Kelembagaan dan Manajemen PAUD;1;1;2;11;T
222;1.01.02.2.03.0018;Pengelolaan Dana BOP PAUD;1;1;2;11;T
223;1.01.02.2.03.0019;Peningkatan Kapasitas Pengelolaan Dana BOP PAUD;1;1;2;11;T
224;1.01.02.2.03.0020;Pemeliharaan Mebel Sekolah;1;1;2;11;T
225;1.01.02.2.03.0021;Peningkatan profesi pelaku perbukuan daerah pada Satuan Pendidikan Anak Usia Dini (PAUD);1;1;2;11;T
226;1.01.02.2.03.0022;Pembinaan Penggunaan Teknologi, Informasi dan Komunikasi (TIK) untuk Pendidikan;1;1;2;11;T
227;1.01.02.2.03.0023;Pengembangan konten digital untuk pendidikan;1;1;2;11;T
228;1.01.02.2.03.0024;Pelatihan Penggunaan Aplikasi Bidang Pendidikan;1;1;2;11;T
229;1.01.02.2.03.0025;Koordinasi, Perencanaan, Supervisi dan Evaluasi Layanan di Bidang Pendidikan;1;1;2;11;T
230;1.01.02.2.03.0026;Sosialisasi dan Advokasi Kebijakan Bidang Pendidikan;1;1;2;11;T
231;1.01.02.2.03.0028;Pembangunan Ruang Guru/Kepala Sekolah/TU;1;1;2;11;T
232;1.01.02.2.03.0029;Fasilitasi Komunitas Belajar Pendidik dan Tenaga Kependidikan;1;1;2;11;T
233;1.01.02.2.03.0030;Pembangunan Ruang Kelas Baru;1;1;2;11;T
234;1.01.02.2.03.0031;Penyediaan infrastruktur TIK;1;1;2;11;T
235;1.01.02.2.03.0032;Penataan Ruang/Sudut Baca;1;1;2;11;T
236;1.01.02.2.03.0033;Pembangunan Perpustakaan Sekolah;1;1;2;11;T
237;1.01.02.2.03.0034;Pembinaan Minat, Bakat dan Kreativitas Peserta Didik;1;1;2;11;T
238;1.01.02.2.03.0035;Perlengkapan Dasar Buku Teks dan Non Teks Peserta Didik;1;1;2;11;T
239;1.01.02.2.03.0037;Pemberian layanan pendampingan bagi satuan pendidikan untuk pencegahan perundungan, kekerasan, dan intoleransi;1;1;2;11;T
240;1.01.02.2.03.0038;Rehabilitasi Sedang/Berat Ruang Serba Guna/Aula;1;1;2;11;T
241;1.01.02.2.03.0039;Bimbingan Teknis, Pelatihan, dan/atau Magang/PKL untuk Peningkatan Kapasitas Bidang Pendidikan;1;1;2;11;T
242;1.01.02.2.03.0040;Pembangunan Unit Sekolah Baru (USB);1;1;2;11;T
243;1.01.02.2.03.0042;Pemeliharaan Rutin Sarana, Prasarana dan Utilitas Sekolah;1;1;2;11;T
244;1.01.02.2.03.0045;Rehabilitasi Sedang/Berat Sarana, Prasarana dan Utilitas PAUD;1;1;2;11;T
245;1.01.02.2.03.0046;Pengadaan Alat Praktik dan Peraga  Peserta Didik PAUD;1;1;2;11;T
246;1.01.02.2.03.0049;Rehabilitasi sedang/berat Ruang Guru/Kepala Sekolah/TU;1;1;2;11;T
247;1.01.02.2.03.0051;Rehabilitasi Sedang/Berat Ruang Kelas Sekolah;1;1;2;11;T
248;1.01.02.2.03.01;Pembangunan Gedung/Ruang Kelas/Ruang Guru PAUD;1;1;2;11;T
249;1.01.02.2.03.02;Pembangunan Sarana, Prasarana dan Utilitas PAUD;1;1;2;11;T
250;1.01.02.2.03.03;Rehabilitasi Sedang/Berat Gedung/Ruang Kelas/Ruang Guru PAUD;1;1;2;11;T
251;1.01.02.2.03.04;Rehabilitasi Sedang/Berat Pembangunan Sarana, Prasarana dan Utilitas PAUD;1;1;2;11;T
252;1.01.02.2.03.07;Pengadaan Mebel PAUD;1;1;2;11;T
253;1.01.02.2.03.09;Pengadaan Perlengkapan PAUD;1;1;2;11;T
254;1.01.02.2.03.10;Pengadaan Perlengkapan Siswa PAUD;1;1;2;11;T
255;1.01.02.2.03.11;Penyediaan Biaya Personil Peserta Didik PAUD;1;1;2;11;T
