;;;;;;
215;2.15.01.2.05;Administrasi Kepegawaian Perangkat Daerah;2;15;76;T
216;2.15.01.2.06;Administrasi Umum Perangkat Daerah;2;15;76;T
217;2.15.01.2.07;Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah;2;15;76;T
218;2.15.01.2.08;Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah;2;15;76;T
219;2.15.01.2.09;Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah;2;15;76;T
220;2.15.02.2.01;Penetapan Rencana Induk Jaringan LLAJ Kabupaten/Kota;2;15;77;T
221;2.15.02.2.02;Penyediaan Perlengkapan Jalan di Jalan Kabupaten/Kota;2;15;77;T
222;2.15.02.2.03;Pengelolaan Terminal Penumpang Tipe C;2;15;77;T
223;2.15.02.2.04;Penerbitan Izin Penyelenggaraan dan Pembangunan Fasilitas Parkir;2;15;77;T
224;2.15.02.2.05;Pengujian Berkala Kendaraan Bermotor;2;15;77;T
225;2.15.02.2.06;Pelaksanaan Manajemen dan Rekayasa Lalu Lintas untuk Jaringan Jalan Kabupaten/Kota;2;15;77;T
226;2.15.02.2.07;Persetujuan Hasil Analisis Dampak Lalu Lintas (Andalalin) untuk Jalan Kabupaten/Kota;2;15;77;T
227;2.15.02.2.08;Audit dan Inspeksi Keselamatan LLAJ di Jalan;2;15;77;T
228;2.15.02.2.09;Penyediaan Angkutan Umum untuk Jasa Angkutan Orang dan/atau Barang Antar Kota dalam 1 (Satu) Daerah Kabupaten/Kota;2;15;77;T
229;2.15.02.2.11;Penetapan Rencana Umum Jaringan Trayek Perkotaan dalam 1 (Satu) Daerah Kabupaten/Kota;2;15;77;T
230;2.16.01.2.01;Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah;2;16;78;T
231;2.16.01.2.02;Administrasi Keuangan Perangkat Daerah;2;16;78;T
232;2.16.01.2.05;Administrasi Kepegawaian Perangkat Daerah;2;16;78;T
